OS_Berufs4Steller_RGS
Datum;RGSCode;RGSName;Berufs4Steller;Berufs4StellerBez;Bestand;
2025-02-28;630;Graz-West und Umgebung;B5121;B5121 - Kellner/innen;62;
2025-02-28;630;Graz-West und Umgebung;B5131;B5131 - Büffet-, Schankkräfte (m./w.), Küchenansager/innen;20;
2025-02-28;630;Graz-West und Umgebung;B5141;B5141 - Stubenmädchen/-burschen;3;
2025-02-28;630;Graz-West und Umgebung;B5153;B5153 - Hoteldiener/innen und verwandte Berufe;1;
2025-02-28;630;Graz-West und Umgebung;B5201;B5201 - Gaststättenköch(e)innen;64;
2025-02-28;630;Graz-West und Umgebung;B5205;B5205 - Haushaltsköch(e)innen;1;
2025-02-28;630;Graz-West und Umgebung;B5251;B5251 - Kochgehilf(en)innen;30;
2025-02-28;630;Graz-West und Umgebung;B5255;B5255 - Geschirreiniger/innen, Eßzeugputzer/innen;10;
2025-02-28;630;Graz-West und Umgebung;B5301;B5301 - Haushälter/innen und verwandte Berufe;1;
2025-02-28;630;Graz-West und Umgebung;B5351;B5351 - Hauswart(e)innen;1;
2025-02-28;630;Graz-West und Umgebung;B5401;B5401 - Rauchfangkehrer/innen;3;
2025-02-28;630;Graz-West und Umgebung;B5431;B5431 - Gebäudereiniger/innen, Fensterputzer/innen;5;
2025-02-28;630;Graz-West und Umgebung;B5436;B5436 - Reinigungskräfte (m./w.);45;
2025-02-28;630;Graz-West und Umgebung;B5502;B5502 - Wäscher;1;
2025-02-28;630;Graz-West und Umgebung;B5601;B5601 - Kanal-, Straßenreiniger/innen, Müllabträger/innen;3;
2025-02-28;630;Graz-West und Umgebung;B5608;B5608 - Sonstige Reinigungsberufe;3;
2025-02-28;630;Graz-West und Umgebung;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;31;
2025-02-28;630;Graz-West und Umgebung;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;28;
2025-02-28;630;Graz-West und Umgebung;B5751;B5751 - Friseur-, Kosmetikhilfskräfte (m./w.) und verwandte Berufe;2;
2025-02-28;630;Graz-West und Umgebung;B5801;B5801 - Leichenbestatter/innen;2;
2025-02-28;630;Graz-West und Umgebung;B5851;B5851 - Schädlingsbekämpfer/innen und verwandte Berufe;1;
2025-02-28;630;Graz-West und Umgebung;B5901;B5901 - Portier(e)innen, Wächter/innen;17;
2025-02-28;630;Graz-West und Umgebung;B5988;B5988 - Sonstige Dienstleistungsberufe;2;
2025-02-28;630;Graz-West und Umgebung;B6121;B6121 - Diplomingenieur(e)innen für Bauwesen;1;
2025-02-28;630;Graz-West und Umgebung;B6125;B6125 - Techniker/innen mit höherer Ausbildung (Ing.) für Bauwesen;6;
2025-02-28;630;Graz-West und Umgebung;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;10;
2025-02-28;630;Graz-West und Umgebung;B6168;B6168 - Sonstige Techniker/innen für Vermessungswesen;1;
2025-02-28;630;Graz-West und Umgebung;B6201;B6201 - Diplomingenieur(e)innen für Maschinenbau;16;
2025-02-28;630;Graz-West und Umgebung;B6205;B6205 - Techniker/innen mit höherer Ausbildung (Ing.) f. Maschinenbau;28;
2025-02-28;630;Graz-West und Umgebung;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;36;
2025-02-28;630;Graz-West und Umgebung;B6241;B6241 - Diplomingenieur(e)innen für Starkstromtechnik;4;
2025-02-28;630;Graz-West und Umgebung;B6245;B6245 - Techniker/innen mit höherer Ausb. (Ing.) für Starkstromtechnik;31;
2025-02-28;630;Graz-West und Umgebung;B6248;B6248 - Sonstige Techniker/innen für Starkstromtechnik;28;
2025-02-28;630;Graz-West und Umgebung;B6271;B6271 - Diplomingenieur(e)innen f. Schwachstrom- u. Nachrichtentechnik;5;
2025-02-28;630;Graz-West und Umgebung;B6275;B6275 - Techniker/innen m. höh. Ausb. f. Schwachstr.- u. Nachrichtent.;11;
2025-02-28;630;Graz-West und Umgebung;B6278;B6278 - Sonst. Techniker/innen f. Schwachstrom- u. Nachrichtentechnik;6;
2025-02-28;630;Graz-West und Umgebung;B6301;B6301 - Diplomingenieur(e)innen für technische Chemie, Chemiker/innen;1;
2025-02-28;630;Graz-West und Umgebung;B6308;B6308 - Sonstige Techniker/innen für technische Chemie;2;
2025-02-28;630;Graz-West und Umgebung;B6361;B6361 - Diplomingenieur(e)innen f. techn. Physik, Physiker/innen;1;
2025-02-28;630;Graz-West und Umgebung;B6451;B6451 - Diplomingenieur(e)innen für Wirtschaftswesen;8;
2025-02-28;630;Graz-West und Umgebung;B6455;B6455 - Techn. m. höh. Ausbildung (Ing.) f. Wirtschaftswesen (m./w.);3;
2025-02-28;630;Graz-West und Umgebung;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;15;
2025-02-28;630;Graz-West und Umgebung;B6471;B6471 - Diplomingenieur(e)innen für Datenverarbeitung;33;
2025-02-28;630;Graz-West und Umgebung;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);41;
2025-02-28;630;Graz-West und Umgebung;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;89;
2025-02-28;630;Graz-West und Umgebung;B6491;B6491 - Diplomingenieur(e)innen soweit nicht anderweitig eingeordnet;14;
2025-02-28;630;Graz-West und Umgebung;B6495;B6495 - Techn. mit höh. Ausb. sow. nicht anderw. eingeordnet (m./w.);13;
2025-02-28;630;Graz-West und Umgebung;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;28;
2025-02-28;630;Graz-West und Umgebung;B6656;B6656 - Chemielaborant(en)innen, Stoffprüfer/innen (Chemie);1;
2025-02-28;630;Graz-West und Umgebung;B6806;B6806 - Grafische Zeichner/innen;3;
2025-02-28;630;Graz-West und Umgebung;B6826;B6826 - Technische Zeichner/innen;9;
2025-02-28;630;Graz-West und Umgebung;B7301;B7301 - Öffentliche Sicherheitsorgane (m./w.);4;
2025-02-28;630;Graz-West und Umgebung;B7303;B7303 - Justizwachebeamt(e)innen, Gefangenenaufseher/innen;6;
2025-02-28;630;Graz-West und Umgebung;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;3;
2025-02-28;630;Graz-West und Umgebung;B7561;B7561 - Wirtschaftstreuhänder/innen;2;
2025-02-28;630;Graz-West und Umgebung;B7565;B7565 - Wirtschaftsverwalter/innen;2;
2025-02-28;630;Graz-West und Umgebung;B7568;B7568 - Sonstige Wirtschaftsberater/innen;3;
2025-02-28;630;Graz-West und Umgebung;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;89;
2025-02-28;630;Graz-West und Umgebung;B7701;B7701 - Buchhalter/innen;36;
2025-02-28;630;Graz-West und Umgebung;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;29;
2025-02-28;630;Graz-West und Umgebung;B7781;B7781 - Kalkulant(en)innen;1;
2025-02-28;630;Graz-West und Umgebung;B7785;B7785 - Lohn-, Gehaltsverrechner/innen;11;
2025-02-28;630;Graz-West und Umgebung;B7787;B7787 - Fakturist(en)innen, Abrechner/innen;3;
2025-02-28;630;Graz-West und Umgebung;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;71;
2025-02-28;630;Graz-West und Umgebung;B7811;B7811 - Bank-, Sparkassen-, Privatversicherungsfachleute (m./w.);7;
2025-02-28;630;Graz-West und Umgebung;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;4;
2025-02-28;630;Graz-West und Umgebung;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;15;
2025-02-28;630;Graz-West und Umgebung;B7861;B7861 - Datenverarbeitungsmaschinenbediener/innen;2;
2025-02-28;630;Graz-West und Umgebung;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;17;
2025-02-28;630;Graz-West und Umgebung;B8001;B8001 - Ärzt(e)innen;18;
2025-02-28;630;Graz-West und Umgebung;B8041;B8041 - Apotheker/innen, Pharmazeut(en)innen;2;
2025-02-28;630;Graz-West und Umgebung;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;75;
2025-02-28;630;Graz-West und Umgebung;B8071;B8071 - Diätassistent(en)innen;2;
2025-02-28;630;Graz-West und Umgebung;B8076;B8076 - Masseur(e)innen;6;
2025-02-28;630;Graz-West und Umgebung;B8078;B8078 - Sonstige medizinisch-technische Fachkräfte (m./w.);23;
2025-02-28;630;Graz-West und Umgebung;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;99;
2025-02-28;630;Graz-West und Umgebung;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;50;
2025-02-28;630;Graz-West und Umgebung;B8361;B8361 - Lehrer/innen anderer Art (ohne Turn-, Sportlehrer/innen);2;
2025-02-28;630;Graz-West und Umgebung;B8371;B8371 - Erzieher/innen;26;
2025-02-28;630;Graz-West und Umgebung;B8401;B8401 - Geophysiker, Geologen, Meterologen u. verw. Naturwiss. (m./w.);2;
2025-02-28;630;Graz-West und Umgebung;B8421;B8421 - Sozial-, Wirtschaftswissensch., wissensch. Statistiker/innen;16;
2025-02-28;630;Graz-West und Umgebung;B8431;B8431 - Mathematiker/innen;2;
2025-02-28;630;Graz-West und Umgebung;B8441;B8441 - Philosoph(en)innen, Psycholog(en)innen;3;
2025-02-28;630;Graz-West und Umgebung;B8448;B8448 - Sonstige Wissenschafter/innen;7;
2025-02-28;630;Graz-West und Umgebung;B8501;B8501 - Schriftsteller/innen, Journalist(en)innen;1;
2025-02-28;630;Graz-West und Umgebung;B8551;B8551 - Dolmetscher/innen, Übersetzer/innen;1;
2025-02-28;630;Graz-West und Umgebung;B8671;B8671 - Modeschöpfer/innen, Kunstgewerbler/innen;1;
2025-02-28;630;Graz-West und Umgebung;B8701;B8701 - Intendant(en)innen und verwandte leitende Berufe;1;
2025-02-28;630;Graz-West und Umgebung;B8801;B8801 - Turn-, Sportberufe;2;
2025-02-28;631;Graz-Ost;B0254;B0254 - Tierzuchtgehilf(en)innen, Tierpfleger/innen;1;
2025-02-28;631;Graz-Ost;B0261;B0261 - Gärtnergehilf(en)innen;4;
2025-02-28;631;Graz-Ost;B0271;B0271 - Naturblumenbinder/innen;1;
2025-02-28;631;Graz-Ost;B1361;B1361 - Steinmetzen(innen), Steinbildhauer/innen;1;
2025-02-28;631;Graz-Ost;B1367;B1367 - Steinschleifer/innen, andere Steinbearbeiter/innen;1;
2025-02-28;631;Graz-Ost;B1601;B1601 - Maurer/innen;4;
2025-02-28;631;Graz-Ost;B1631;B1631 - Zimmerer/innen;2;
2025-02-28;631;Graz-Ost;B1651;B1651 - Eisenbieger/innen, -flechter/innen;35;
2025-02-28;631;Graz-Ost;B1673;B1673 - Pflasterer/innen;1;
2025-02-28;631;Graz-Ost;B1678;B1678 - Sonstige Tiefbauer/innen;6;
2025-02-28;631;Graz-Ost;B1701;B1701 - Dachdecker/innen;5;
2025-02-28;631;Graz-Ost;B1711;B1711 - Isolierer/innen;2;
2025-02-28;631;Graz-Ost;B1721;B1721 - Platten-, Fliesenleger/innen;1;
2025-02-28;631;Graz-Ost;B1728;B1728 - Sonstige Bodenleger/innen;1;
2025-02-28;631;Graz-Ost;B1761;B1761 - Maler/innen, Anstreicher/innen;1;
2025-02-28;631;Graz-Ost;B1767;B1767 - Lackierer/innen;1;
2025-02-28;631;Graz-Ost;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;3;
2025-02-28;631;Graz-Ost;B1951;B1951 - Bau-, Blech-, Konstruktionsschlosser/innen;1;
2025-02-28;631;Graz-Ost;B1954;B1954 - Maschinenschlosser/innen;2;
2025-02-28;631;Graz-Ost;B1958;B1958 - Sonstige Schlosser/innen;6;
2025-02-28;631;Graz-Ost;B1959;B1959 - Schlosserhelfer/innen;1;
2025-02-28;631;Graz-Ost;B2001;B2001 - Automaten-, Maschineneinrichter/innen, -einsteller/innen;2;
2025-02-28;631;Graz-Ost;B2021;B2021 - Dreher/innen;5;
2025-02-28;631;Graz-Ost;B2101;B2101 - Bauspengler;1;
2025-02-28;631;Graz-Ost;B2105;B2105 - Karosserie-, Kühlerspengler/innen;2;
2025-02-28;631;Graz-Ost;B2108;B2108 - Sonstige Spengler/innen;3;
2025-02-28;631;Graz-Ost;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;14;
2025-02-28;631;Graz-Ost;B2129;B2129 - Rohrinstallateur(monteur)helfer/innen;3;
2025-02-28;631;Graz-Ost;B2201;B2201 - Kraftfahrzeugmechaniker/innen;9;
2025-02-28;631;Graz-Ost;B2208;B2208 - Sonstige Grobmechaniker/innen;3;
2025-02-28;631;Graz-Ost;B2224;B2224 - Zahnprothesenmacher/innen;4;
2025-02-28;631;Graz-Ost;B2229;B2229 - Feinmechanikerhelfer/innen;1;
2025-02-28;631;Graz-Ost;B2241;B2241 - Augenoptiker/innen;7;
2025-02-28;631;Graz-Ost;B2361;B2361 - Galvaniseur(e)innen;1;
2025-02-28;631;Graz-Ost;B2405;B2405 - Elektromechaniker/innen;2;
2025-02-28;631;Graz-Ost;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;14;
2025-02-28;631;Graz-Ost;B2429;B2429 - Elektroinstallateur-, Fernmeldemonteurhelfer/innen;1;
2025-02-28;631;Graz-Ost;B2488;B2488 - Sonstige Elektroberufe;1;
2025-02-28;631;Graz-Ost;B2502;B2502 - Holzmaschinenarbeiter/innen;1;
2025-02-28;631;Graz-Ost;B2513;B2513 - Bau- und Möbeltischler/innen;2;
2025-02-28;631;Graz-Ost;B3011;B3011 - Herrenschneider/innen;1;
2025-02-28;631;Graz-Ost;B3014;B3014 - Herren- und Damenschneider/innen;2;
2025-02-28;631;Graz-Ost;B3171;B3171 - Tapezierer/innen, Polster(er)innen;1;
2025-02-28;631;Graz-Ost;B3801;B3801 - Maschinist(en)innen, Wärter/innen an Kraftmaschinen;2;
2025-02-28;631;Graz-Ost;B3851;B3851 - Bediener/innen anderer Güterbewegungsgeräte;1;
2025-02-28;631;Graz-Ost;B3901;B3901 - Warensortierer, -nachseher, -adjustierer, -verpacker (m./w.);2;
2025-02-28;631;Graz-Ost;B3951;B3951 - Magazin-, Lagerarbeiter, Verlader, Warenzusteller, (m./w.);14;
2025-02-28;631;Graz-Ost;B3999;B3999 - Hilfsarbeiter/innen (Helfer), soweit nicht anderw. eing.;10;
2025-02-28;631;Graz-Ost;B4005;B4005 - Händler/innen und Verk. von Textil- und Bekleidungswaren;8;
2025-02-28;631;Graz-Ost;B4006;B4006 - Händler/innen und Verkäufer/innen von Schuhen;1;
2025-02-28;631;Graz-Ost;B4007;B4007 - Händler/innen u.Verkäufer/innen v. Lebens- und Genußmitteln;26;
2025-02-28;631;Graz-Ost;B4012;B4012 - Händler/innen und Verkäufer/innen von Elektrowaren;2;
2025-02-28;631;Graz-Ost;B4013;B4013 - Händler/innen, Verk. v. Fahrz., Bestandteilen u. Zubehör;1;
2025-02-28;631;Graz-Ost;B4014;B4014 - Händler/innen,Verk.v.Parfümerien, Wasch-, Haush., Farben, Lack;4;
2025-02-28;631;Graz-Ost;B4015;B4015 - Tabakverschleißer/innen, -verkäufer/innen;2;
2025-02-28;631;Graz-Ost;B4016;B4016 - Warenhausverkäufer/innen;2;
2025-02-28;631;Graz-Ost;B4018;B4018 - Sonstige Händler/innen u. Verkäufer/innen;67;
2025-02-28;631;Graz-Ost;B4051;B4051 - Ambulante Händler/innen und Verkäufer/innen;1;
2025-02-28;631;Graz-Ost;B4061;B4061 - Tankstellenwart(e)innen;3;
2025-02-28;631;Graz-Ost;B4071;B4071 - Einkäufer/innen;4;
2025-02-28;631;Graz-Ost;B4101;B4101 - Handelsvertreter/innen;13;
2025-02-28;631;Graz-Ost;B4141;B4141 - Werbefachleute (m./w.);11;
2025-02-28;631;Graz-Ost;B4151;B4151 - Konsumentenberater/innen;3;
2025-02-28;631;Graz-Ost;B4161;B4161 - Versicherungsvermittler/innen, -vertreter/innen;2;
2025-02-28;631;Graz-Ost;B4188;B4188 - Sonst. Vermittler/innen, Vermieter/innen und verw. Berufe;1;
2025-02-28;631;Graz-Ost;B4281;B4281 - Fuhrwerksunternehmer/innen, Kraftfahrer/innen;11;
2025-02-28;631;Graz-Ost;B4501;B4501 - Telegrafist(en)innen, Telefonist(en)innen;3;
2025-02-28;631;Graz-Ost;B4605;B4605 - Reise-, Fremdenverkehrsfachleute (m./w.);2;
2025-02-28;631;Graz-Ost;B4701;B4701 - Transportarbeiter/innen;5;
2025-02-28;631;Graz-Ost;B5001;B5001 - Hoteliers (m./w.), Gastwirt(e)innen und verw. leit. Berufe;1;
2025-02-28;631;Graz-Ost;B5101;B5101 - Wirtschafter/innen, and. Hotel-, Gaststättenfachl., Heimverw.;2;
2025-02-28;631;Graz-Ost;B5121;B5121 - Kellner/innen;22;
2025-02-28;631;Graz-Ost;B5131;B5131 - Büffet-, Schankkräfte (m./w.), Küchenansager/innen;11;
2025-02-28;631;Graz-Ost;B5141;B5141 - Stubenmädchen/-burschen;4;
2025-02-28;631;Graz-Ost;B5201;B5201 - Gaststättenköch(e)innen;36;
2025-02-28;631;Graz-Ost;B5251;B5251 - Kochgehilf(en)innen;14;
2025-02-28;631;Graz-Ost;B5255;B5255 - Geschirreiniger/innen, Eßzeugputzer/innen;1;
2025-02-28;631;Graz-Ost;B5436;B5436 - Reinigungskräfte (m./w.);2;
2025-02-28;631;Graz-Ost;B5601;B5601 - Kanal-, Straßenreiniger/innen, Müllabträger/innen;3;
2025-02-28;631;Graz-Ost;B5608;B5608 - Sonstige Reinigungsberufe;1;
2025-02-28;631;Graz-Ost;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;17;
2025-02-28;631;Graz-Ost;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;12;
2025-02-28;631;Graz-Ost;B5901;B5901 - Portier(e)innen, Wächter/innen;2;
2025-02-28;631;Graz-Ost;B6121;B6121 - Diplomingenieur(e)innen für Bauwesen;2;
2025-02-28;631;Graz-Ost;B6125;B6125 - Techniker/innen mit höherer Ausbildung (Ing.) für Bauwesen;4;
2025-02-28;631;Graz-Ost;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;2;
2025-02-28;631;Graz-Ost;B6168;B6168 - Sonstige Techniker/innen für Vermessungswesen;2;
2025-02-28;631;Graz-Ost;B6201;B6201 - Diplomingenieur(e)innen für Maschinenbau;1;
2025-02-28;631;Graz-Ost;B6205;B6205 - Techniker/innen mit höherer Ausbildung (Ing.) f. Maschinenbau;13;
2025-02-28;631;Graz-Ost;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;14;
2025-02-28;631;Graz-Ost;B6241;B6241 - Diplomingenieur(e)innen für Starkstromtechnik;3;
2025-02-28;631;Graz-Ost;B6245;B6245 - Techniker/innen mit höherer Ausb. (Ing.) für Starkstromtechnik;8;
2025-02-28;631;Graz-Ost;B6248;B6248 - Sonstige Techniker/innen für Starkstromtechnik;14;
2025-02-28;631;Graz-Ost;B6271;B6271 - Diplomingenieur(e)innen f. Schwachstrom- u. Nachrichtentechnik;2;
2025-02-28;631;Graz-Ost;B6275;B6275 - Techniker/innen m. höh. Ausb. f. Schwachstr.- u. Nachrichtent.;1;
2025-02-28;631;Graz-Ost;B6278;B6278 - Sonst. Techniker/innen f. Schwachstrom- u. Nachrichtentechnik;3;
2025-02-28;631;Graz-Ost;B6301;B6301 - Diplomingenieur(e)innen für technische Chemie, Chemiker/innen;2;
2025-02-28;631;Graz-Ost;B6361;B6361 - Diplomingenieur(e)innen f. techn. Physik, Physiker/innen;1;
2025-02-28;631;Graz-Ost;B6451;B6451 - Diplomingenieur(e)innen für Wirtschaftswesen;6;
2025-02-28;631;Graz-Ost;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;5;
2025-02-28;631;Graz-Ost;B6471;B6471 - Diplomingenieur(e)innen für Datenverarbeitung;12;
2025-02-28;631;Graz-Ost;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);11;
2025-02-28;631;Graz-Ost;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;24;
2025-02-28;631;Graz-Ost;B6491;B6491 - Diplomingenieur(e)innen soweit nicht anderweitig eingeordnet;3;
2025-02-28;631;Graz-Ost;B6495;B6495 - Techn. mit höh. Ausb. sow. nicht anderw. eingeordnet (m./w.);4;
2025-02-28;631;Graz-Ost;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;5;
2025-02-28;631;Graz-Ost;B6806;B6806 - Grafische Zeichner/innen;6;
2025-02-28;631;Graz-Ost;B7101;B7101 - Verwaltungsfachbedienstete (m./w.) des öffentlichen Dienstes;2;
2025-02-28;631;Graz-Ost;B7303;B7303 - Justizwachebeamt(e)innen, Gefangenenaufseher/innen;5;
2025-02-28;631;Graz-Ost;B7341;B7341 - Berufsfeuerwehrleute (m./w.);1;
2025-02-28;631;Graz-Ost;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;2;
2025-02-28;631;Graz-Ost;B7561;B7561 - Wirtschaftstreuhänder/innen;3;
2025-02-28;631;Graz-Ost;B7565;B7565 - Wirtschaftsverwalter/innen;6;
2025-02-28;631;Graz-Ost;B7568;B7568 - Sonstige Wirtschaftsberater/innen;4;
2025-02-28;631;Graz-Ost;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;35;
2025-02-28;631;Graz-Ost;B7701;B7701 - Buchhalter/innen;29;
2025-02-28;631;Graz-Ost;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;14;
2025-02-28;631;Graz-Ost;B7781;B7781 - Kalkulant(en)innen;1;
2025-02-28;631;Graz-Ost;B7785;B7785 - Lohn-, Gehaltsverrechner/innen;7;
2025-02-28;631;Graz-Ost;B7787;B7787 - Fakturist(en)innen, Abrechner/innen;1;
2025-02-28;631;Graz-Ost;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;27;
2025-02-28;631;Graz-Ost;B7811;B7811 - Bank-, Sparkassen-, Privatversicherungsfachleute (m./w.);9;
2025-02-28;631;Graz-Ost;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;9;
2025-02-28;631;Graz-Ost;B7831;B7831 - Stenograf(en)innen, Maschinschreiber/innen;1;
2025-02-28;631;Graz-Ost;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;14;
2025-02-28;631;Graz-Ost;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;5;
2025-02-28;631;Graz-Ost;B8001;B8001 - Ärzt(e)innen;21;
2025-02-28;631;Graz-Ost;B8031;B8031 - Tierärzt(e)innen;1;
2025-02-28;631;Graz-Ost;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;96;
2025-02-28;631;Graz-Ost;B8078;B8078 - Sonstige medizinisch-technische Fachkräfte (m./w.);18;
2025-02-28;631;Graz-Ost;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;50;
2025-02-28;631;Graz-Ost;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;13;
2025-02-28;631;Graz-Ost;B8361;B8361 - Lehrer/innen anderer Art (ohne Turn-, Sportlehrer/innen);1;
2025-02-28;631;Graz-Ost;B8371;B8371 - Erzieher/innen;40;
2025-02-28;631;Graz-Ost;B8421;B8421 - Sozial-, Wirtschaftswissensch., wissensch. Statistiker/innen;6;
2025-02-28;631;Graz-Ost;B8431;B8431 - Mathematiker/innen;1;
2025-02-28;631;Graz-Ost;B8441;B8441 - Philosoph(en)innen, Psycholog(en)innen;1;
2025-02-28;631;Graz-Ost;B8448;B8448 - Sonstige Wissenschafter/innen;1;
2025-02-28;631;Graz-Ost;B8501;B8501 - Schriftsteller/innen, Journalist(en)innen;1;
2025-02-28;631;Graz-Ost;B8701;B8701 - Intendant(en)innen und verwandte leitende Berufe;1;
2025-02-28;631;Graz-Ost;B8801;B8801 - Turn-, Sportberufe;1;
2025-02-28;701;Imst;B0207;B0207 - Gartenbauer/innen, Gärtner/innen;2;
2025-02-28;701;Imst;B0241;B0241 - Landarbeiter/innen;2;
2025-02-28;701;Imst;B0261;B0261 - Gärtnergehilf(en)innen;6;
2025-02-28;701;Imst;B0268;B0268 - Sonstige Gartenarbeiter/innen;1;
2025-02-28;701;Imst;B0271;B0271 - Naturblumenbinder/innen;2;
2025-02-28;701;Imst;B0601;B0601 - Forstarbeiter/innen;2;
2025-02-28;701;Imst;B1361;B1361 - Steinmetzen(innen), Steinbildhauer/innen;1;
2025-02-28;701;Imst;B1367;B1367 - Steinschleifer/innen, andere Steinbearbeiter/innen;1;
2025-02-28;701;Imst;B1601;B1601 - Maurer/innen;5;
2025-02-28;701;Imst;B1611;B1611 - Stukkateur(e)innen;12;
2025-02-28;701;Imst;B1631;B1631 - Zimmerer/innen;7;
2025-02-28;701;Imst;B1641;B1641 - Betonbauer/innen;4;
2025-02-28;701;Imst;B1711;B1711 - Isolierer/innen;1;
2025-02-28;701;Imst;B1761;B1761 - Maler/innen, Anstreicher/innen;1;
2025-02-28;701;Imst;B1767;B1767 - Lackierer/innen;4;
2025-02-28;701;Imst;B1771;B1771 - Glaser/innen;1;
2025-02-28;701;Imst;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;18;
2025-02-28;701;Imst;B1954;B1954 - Maschinenschlosser/innen;1;
2025-02-28;701;Imst;B1955;B1955 - Landmaschinenbauer/innen;1;
2025-02-28;701;Imst;B1958;B1958 - Sonstige Schlosser/innen;1;
2025-02-28;701;Imst;B2105;B2105 - Karosserie-, Kühlerspengler/innen;1;
2025-02-28;701;Imst;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;4;
2025-02-28;701;Imst;B2129;B2129 - Rohrinstallateur(monteur)helfer/innen;1;
2025-02-28;701;Imst;B2201;B2201 - Kraftfahrzeugmechaniker/innen;4;
2025-02-28;701;Imst;B2208;B2208 - Sonstige Grobmechaniker/innen;7;
2025-02-28;701;Imst;B2388;B2388 - Sonstige Metallwarenmacher/innen, -montierer/innen;1;
2025-02-28;701;Imst;B2405;B2405 - Elektromechaniker/innen;4;
2025-02-28;701;Imst;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;9;
2025-02-28;701;Imst;B2429;B2429 - Elektroinstallateur-, Fernmeldemonteurhelfer/innen;1;
2025-02-28;701;Imst;B2502;B2502 - Holzmaschinenarbeiter/innen;2;
2025-02-28;701;Imst;B2509;B2509 - Sägehelfer/innen;1;
2025-02-28;701;Imst;B2513;B2513 - Bau- und Möbeltischler/innen;5;
2025-02-28;701;Imst;B2519;B2519 - Tischlerhelfer/innen;3;
2025-02-28;701;Imst;B3171;B3171 - Tapezierer/innen, Polster(er)innen;1;
2025-02-28;701;Imst;B3499;B3499 - Grafikhelfer/innen;1;
2025-02-28;701;Imst;B3641;B3641 - Zuckerbäcker/innen;1;
2025-02-28;701;Imst;B3661;B3661 - Fleischer/innen;1;
2025-02-28;701;Imst;B3668;B3668 - Sonstige Fleischverarbeiter/innen (ohne Konservenhersteller);1;
2025-02-28;701;Imst;B3801;B3801 - Maschinist(en)innen, Wärter/innen an Kraftmaschinen;2;
2025-02-28;701;Imst;B3831;B3831 - Kranführer/innen, Aufzugsmaschinist(en)innen;7;
2025-02-28;701;Imst;B3835;B3835 - Erdbewegungs-, Baumaschinenführer/innen;1;
2025-02-28;701;Imst;B3851;B3851 - Bediener/innen anderer Güterbewegungsgeräte;7;
2025-02-28;701;Imst;B3901;B3901 - Warensortierer, -nachseher, -adjustierer, -verpacker (m./w.);10;
